Timestamp,File,Seconds,TotalRays,MRays_s
2026-01-22 20:17:38,images\lab.png,64.1266,180000000,2.80695
2026-01-22 20:26:11,images\lab.png,48.0315,180000000,3.74754
2026-01-22 20:27:58,images\lab.png,42.8939,180000000,4.1964
